@relation output_auxiliar_tweet

@attribute topic {microsoft,google,apple,twitter}
@attribute class {positive,negative,neutral,irrelevant}
@attribute TweetId numeric
@attribute TweetDate string
@attribute TweetText string

@data
google,neutral,1.2648856188839936E17,'Wed Oct 19 02:43:17 +0000 2011','#Google releases an Infinite Digital Bookcase RT @VentureBeat http   t.co YWtVgwJY by @MeghanKel'
microsoft,neutral,1.26586994536091648E17,'Wed Oct 19 09:14:26 +0000 2011','Financial Services track at partner summit  9 people in the room. And yet FS is such a lucrative channel #Microsoft #PartnerSummit'
microsoft,neutral,1.26725006729281536E17,'Wed Oct 19 18:22:50 +0000 2011','MS Access  a database  reporting tool  programmable forms w  VBA  part of MS Office #Microsoft should add web front end admin console util'
apple,negative,1.26302386644975616E17,'Tue Oct 18 14:23:30 +0000 2011','@apple my iPhone is charging very slowly!!!!!'
apple,neutral,1.25695107734319104E17,'Sun Oct 16 22:10:23 +0000 2011','@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I\'m tweeting and you are watching on the IPad. Let\'s go Schaub time to lead'
google,neutral,1.26512471845515264E17,'Wed Oct 19 04:18:18 +0000 2011','Discover #Keywords   #Business Critical Information to be No 1 on #Google read aspenIbiz #blog post http   t.co Rotiieo0'
microsoft,neutral,1.26685077823422464E17,'Wed Oct 19 15:44:10 +0000 2011','Ballmer says you need to be a computer scientist to use Android http   t.co TlKWhOsd #android #android #microsoft'
microsoft,negative,1.26602276872794112E17,'Wed Oct 19 10:15:09 +0000 2011','#Microsoft  #Adobe lose $13.5bn to piracy  Report http   t.co x4yWfNSV'
microsoft,neutral,1.26789806356303872E17,'Wed Oct 19 22:40:20 +0000 2011','Microsoft releases developer preview of   Project Roslyn   compiler http   t.co igGyeT9S #Microsoft #beta'
apple,neutral,1.25685016389894144E17,'Sun Oct 16 21:30:17 +0000 2011','RT @Porter_Anderson    3 principal global players will be active in every market...@Amazon  @Apple    @Kobo.   #fbf11 #publaunch @MikeShat ...'
twitter,irrelevant,1.26879958529343488E17,'Thu Oct 20 04:38:34 +0000 2011','quitandole las telarañas al #twitter jajaja'
twitter,neutral,1.26880672190185472E17,'Thu Oct 20 04:41:24 +0000 2011','@DylawnWard 100 tweets already? Damn son #twitter #whore #twitwhore #gi #get #it?'
google,neutral,1.2649649364860928E17,'Wed Oct 19 03:14:48 +0000 2011','#Google (and #Twitter ) get ready for the debut of #IceCreamSandwich http   t.co T36KZ6gf'
microsoft,irrelevant,1.2665588689364992E17,'Wed Oct 19 13:48:11 +0000 2011','Minori investimenti e maggiore efficienza con le Soluzioni #Cloud #Microsoft - Brescia  9 novembre -- gt  http   t.co 6gq6frlk'
microsoft,irrelevant,1.2667575502649344E17,'Wed Oct 19 15:07:08 +0000 2011','3 Tricks für mehr Kontrolle über #Microsoft #Windows 7 -http   j.mp mSOETz #hack'
apple,neutral,1.26353359962775552E17,'Tue Oct 18 17:46:03 +0000 2011','@apple Why don\'t you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone'
microsoft,neutral,1.26698703410040832E17,'Wed Oct 19 16:38:19 +0000 2011','Microsoft applies for celebrity search patent #microsoft #bing http   t.co 5LbarN3n'
microsoft,neutral,1.26685318899449856E17,'Wed Oct 19 15:45:08 +0000 2011','#TonyBates on #Microsoft Acquisition of #Skype via Microsoft - http   t.co GtoJxLhH'
microsoft,positive,1.26688284343672832E17,'Wed Oct 19 15:56:55 +0000 2011','#Kinect Makes Learning Playful with Help from #SesameStreet and #NationalGeographic #education #microsoft http   t.co E5uhka8F'
google,irrelevant,1.26486753598119936E17,'Wed Oct 19 02:36:06 +0000 2011','RT @twandroid  Hugo Barra sur scène #google #nexusprime'
apple,neutral,1.26030091892432896E17,'Mon Oct 17 20:21:30 +0000 2011','Dear @apple  Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http   t.co 5uHsTEPz'
microsoft,irrelevant,1.26705840521613312E17,'Wed Oct 19 17:06:41 +0000 2011','#microsoft Microsoft cria sensor touchscreen através da roupa http   t.co c4mop8OD #windows #tecnologia'
microsoft,neutral,1.26708014081257472E17,'Wed Oct 19 17:15:19 +0000 2011','RT @WinBetaDotOrg  Microsoft giving away free Windows Phones with a $499 purchase http   t.co K2qYY9ex #Microsoft #Windows_Phone'
apple,irrelevant,1.2530575390396416E17,'Sat Oct 15 20:23:14 +0000 2011','Esperaba mas de  quot IOS 5 quot  @Apple'
microsoft,neutral,1.26691830774505472E17,'Wed Oct 19 16:11:00 +0000 2011','#microsoft 1st ever global ad campaign great full circle focus on integrated product connectivity and global relevance http   t.co ZCevlB1a'
apple,neutral,1.25927032185044992E17,'Mon Oct 17 13:31:58 +0000 2011','RT @iancollinsuk  Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple'
microsoft,neutral,1.26651446589526016E17,'Wed Oct 19 13:30:32 +0000 2011','RT @cmaneu  #stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http   t.co 7UHSLQII (Please RT  )'
microsoft,positive,1.26637126010929152E17,'Wed Oct 19 12:33:38 +0000 2011','V. impressed w  Image Composite Editor from @MSFTresearch for creating panoramas from individual images. http   t.co SO7W7spn Tx #Microsoft!'
microsoft,positive,1.26692533869871104E17,'Wed Oct 19 16:13:48 +0000 2011','#microsoft #research shows #Holodesk. Awesome!!! The holodeck is one step closer! bit.ly pCMJON #kinect  via @dvroegop'
apple,negative,1.25961793926475776E17,'Mon Oct 17 15:50:06 +0000 2011','@electricsoup It has to connect to @Apple to process commands  which it is failing to do right now'
google,irrelevant,1.26507876469583872E17,'Wed Oct 19 04:00:02 +0000 2011','GALAXY NEXUS SC-04D | NTTドコモ 2011-2012冬春モデル http   t.co hOqa4eRq #android #google #docomo'
google,neutral,1.26506902145347584E17,'Wed Oct 19 03:56:10 +0000 2011','#Android #Google Android 4.0 (Ice Cream Sandwich) SDK and ADT 14 Released http   t.co wG9xoNkg #DhilipSiva'
microsoft,positive,1.26731873517965312E17,'Wed Oct 19 18:50:07 +0000 2011','enjoy  #Microsoft #Search Idea Could Let You Search Like Miley http   t.co GWOkOCEg great'
microsoft,negative,1.26679134817624064E17,'Wed Oct 19 15:20:33 +0000 2011','Interesting read - How #Apple eclipsed #Microsoft http   t.co hFWpbMY6 via @guardian (cc  @elcheicon)'
apple,negative,1.25305396842856448E17,'Sat Oct 15 20:21:49 +0000 2011','has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!'
microsoft,neutral,1.26684141306650624E17,'Wed Oct 19 15:40:27 +0000 2011','Geek Fact for October 19th - 1998  U.S. Department of Justice antitrust case against #Microsoft began. #geekfact'
apple,positive,1.25645258003464192E17,'Sun Oct 16 18:52:18 +0000 2011','Thank you @apple for your innovations. Exhibit A  Guy playing with Facetime instead of watching game at sports bar. http   t.co oU7K39ge'
apple,positive,1.25699573799845888E17,'Sun Oct 16 22:28:08 +0000 2011','@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.'
microsoft,neutral,1.26641727254695936E17,'Wed Oct 19 12:51:55 +0000 2011','#SteveBallmer just called me a   Computer Scientist    ) http   t.co u1zmU9Ih #Microsoft #Android'
apple,positive,1.26040074595999744E17,'Mon Oct 17 21:01:10 +0000 2011','Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http   t.co tmdFqRe1'
apple,neutral,1.25336929825849344E17,'Sat Oct 15 22:27:07 +0000 2011','De la nada mi #iPhone4 se fue a negro y empezó a vibrar  hubo que resetearlo  que onda con #iOS5 WTFH @Apple'
microsoft,neutral,1.26773504644349952E17,'Wed Oct 19 21:35:33 +0000 2011','#Microsoft To Launch Its Own Version Of #Facebook Timeline Like Web Service Called Project #Greenwich  http   t.co MmS14pDW'
microsoft,neutral,1.26805239209803776E17,'Wed Oct 19 23:41:39 +0000 2011','Windows Phone Mango Update Released to \'Nearly Everyone\' http   t.co SX1NQJJ1 #microsoft #Technology'
google,irrelevant,1.26533119573630976E17,'Wed Oct 19 05:40:21 +0000 2011','ну �?об�?твенно  товарищи  фотки интерфей�?а #Google #GalaxyNexus кто еще не видел  http   t.co NS2jNRL7'
microsoft,neutral,1.26668764199665664E17,'Wed Oct 19 14:39:21 +0000 2011','High Tech Director of Business Development *selling consulting services* #Oracle #Microsoft #SAP #SanFrancisco #jobs http   t.co OWf25yJB'
google,irrelevant,1.2652391681767424E17,'Wed Oct 19 05:03:47 +0000 2011','yeah! #fringe  RT @TrendingTopicMN #csportsmn #android #ios #pulse #google #galaxy #fringe #ajildavna #nexus #ics'
microsoft,neutral,1.26704037738459136E17,'Wed Oct 19 16:59:31 +0000 2011','Ballmer\'s vision for #Microsoft http   t.co MWlPnWtM'
google,neutral,1.26486798640754688E17,'Wed Oct 19 02:36:17 +0000 2011','#SamsungGalaxyNexus #google #android #IceCreamSandwich http   t.co 6YidLr0N'
apple,negative,1.25598450090917888E17,'Sun Oct 16 15:46:18 +0000 2011','Dear @Apple  how convenient handy thoughtful smart that after iPhone #ios5 update you\'re apps won\'t work anymore! (none!!!)  ( #gr\%mbl^.\%)'
apple,positive,1.2594791230695424E17,'Mon Oct 17 14:54:56 +0000 2011','@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to   Will it blend?   Glad to hear it\'s still alive.'
google,irrelevant,1.26490435836325888E17,'Wed Oct 19 02:50:44 +0000 2011','O Ice Cream Sandwich praticamente dispensa apps de terceiros! #android #google Galaxy Nexus'
microsoft,irrelevant,1.26608861808431104E17,'Wed Oct 19 10:41:19 +0000 2011','Un teclado táctil sobre cualquier superficie · http   t.co 596vTdrm http   t.co zhyeGWaZ #Microsoft #Tecnologia'
twitter,irrelevant,1.26867715947368448E17,'Thu Oct 20 03:49:55 +0000 2011','Me encanta vacilar y ver tantas cosas en el #Twitter cada vez estoy mas #enamorado de este medio de comunicacion es #unico'
twitter,neutral,1.26868397282689024E17,'Thu Oct 20 03:52:37 +0000 2011','#Retweet #RT #BabyMamaDrama #BabyDaddyDrama #Twitter #S O to everyone who read my blog www.cpc504.blogspot.com'
twitter,neutral,1.26878311497474048E17,'Thu Oct 20 04:32:01 +0000 2011','@KylisInATL HEY! Get Back On #Twitter  -)'
twitter,irrelevant,1.26856425371746304E17,'Thu Oct 20 03:05:03 +0000 2011','Ciúmes do meu #Twitter não da né?!   gt '
google,neutral,1.26499521822867456E17,'Wed Oct 19 03:26:50 +0000 2011','Hide the women and children  break out the guns  #Google is going to encrypt your searches by default! http   t.co 2VbCGLgp #SEO'
apple,irrelevant,1.26340074777489408E17,'Tue Oct 18 16:53:15 +0000 2011','@apple bees w. @DEEJAY_TINYT  )'
twitter,irrelevant,1.26861955762888704E17,'Thu Oct 20 03:27:01 +0000 2011','@Markeenn meu #Twitter == gt  @isaiasx19 Sumiu #rsrsr'
google,neutral,1.2653055347746816E17,'Wed Oct 19 05:30:09 +0000 2011','G#Music Unites #Google Music with #Apple iOS [#Apps] http   t.co 3ze3feV4'
microsoft,negative,1.26692062757269504E17,'Wed Oct 19 16:11:56 +0000 2011','RT @EA_Jorge  I\'m on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsof ...'
twitter,irrelevant,1.26880436906491904E17,'Thu Oct 20 04:40:28 +0000 2011','¡#twitter Tribune  está disponible! http   t.co RBNiWUmI'
microsoft,irrelevant,1.26678520033325056E17,'Wed Oct 19 15:18:07 +0000 2011','Mi sueño dorado es que #Microsoft se vea envuelto en un quiebre absoluto en sus productos y servicios'
apple,neutral,1.26213965817708544E17,'Tue Oct 18 08:32:09 +0000 2011','@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http   t.co fbjqb5RA via @9to5mac #tech #porchista'
twitter,neutral,1.26864886402777088E17,'Thu Oct 20 03:38:40 +0000 2011','I just installed the new Twidroyd for #Twitter on my #Android Phone - It\'s #Free  give it a try. http   t.co UGPTuUcZ'
apple,irrelevant,1.25361267555835904E17,'Sun Oct 16 00:03:49 +0000 2011','New Arrivals and 70 percent off Clearance of Matching G http   t.co qQcwyl4b@Lds @Scriptures @Apple @E @Book'
twitter,negative,1.26861382078578688E17,'Thu Oct 20 03:24:45 +0000 2011','#twitter still not showin my mothafuckin #retweets . .'
google,irrelevant,1.2649526920126464E17,'Wed Oct 19 03:09:57 +0000 2011','Я немного потр�?�?ен  ) #google #android'
microsoft,irrelevant,1.26582476121444352E17,'Wed Oct 19 08:56:28 +0000 2011','Povidani s #Microsoft o #Azure. V Evrope uz je data centrum i v Amsterodamu  chysta se v Nemecku a Rusku. V kazdem pres 250 000 serveru.'
google,negative,1.26496987192373248E17,'Wed Oct 19 03:16:46 +0000 2011','BOO to no GoogleMusic news  US carrier news  or price points. #google #ICS #android'
google,irrelevant,1.26491928320688128E17,'Wed Oct 19 02:56:40 +0000 2011','Partage d\'apps en NFC #google #nexusprime'
apple,neutral,1.26110770864979968E17,'Tue Oct 18 01:42:05 +0000 2011','One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...'
microsoft,neutral,1.26614116927422464E17,'Wed Oct 19 11:02:12 +0000 2011','@cloudnewsindia New Version of #Cloud InTune is Available  Posted on #Windows 7 News...#Microsoft has just released..http   bit.ly pY0hlZ'
twitter,neutral,1.26871626133417984E17,'Thu Oct 20 04:05:27 +0000 2011','Well...#twitter Off    '
apple,negative,1.26357580741226496E17,'Tue Oct 18 18:02:49 +0000 2011','@bisquiat @Apple the upgrade just slows down my phone so much  it\'s stuck half the time. uch. thankfully no other damage. sucks for you  ('
google,neutral,1.2650262608596992E17,'Wed Oct 19 03:39:11 +0000 2011','#Android #Google Google updates Nexus site with Galaxy Nexus details http   t.co BeckhmA1 #DhilipSiva'
google,positive,1.26507456019968E17,'Wed Oct 19 03:58:22 +0000 2011','i love #google'
apple,neutral,1.26394795802370048E17,'Tue Oct 18 20:30:42 +0000 2011','People are waiting in line @apple for phones at 1 30 on a Tuesday! Don\'t you people have Jobs(no pun intended?)???'
apple,negative,1.26416915664084992E17,'Tue Oct 18 21:58:36 +0000 2011','@mashable @apple  iphones r 2 expensive. Most went w  htc galaxy. No customer loyalty w phone comp..'
twitter,irrelevant,1.26868623645089792E17,'Thu Oct 20 03:53:31 +0000 2011','Vou Dormir . Boa Noite Galera Do #Twitter E Do #Facebook'
google,irrelevant,1.265159790596096E17,'Wed Oct 19 04:32:14 +0000 2011','RT @rianru  #Google и #Samsung пред�?тавили новую вер�?ию операционной �?и�?темы - Android 4.0 Ice Cream Sandwich http   t.co 5baK0OdJ'
apple,neutral,1.25891898517889024E17,'Mon Oct 17 11:12:22 +0000 2011','Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out  -)'
apple,irrelevant,1.25826633713201152E17,'Mon Oct 17 06:53:01 +0000 2011','@chachasikes @iphone @apple on the iphone4s???'
twitter,irrelevant,1.26880015357984768E17,'Thu Oct 20 04:38:47 +0000 2011','@_kellykatiucia q nada vc q é linda mesmo!  )  só no me lenbro o dia q eu segui vc  Mais ta bom  mais uma pessoal especial no meu #Twitter )'
twitter,positive,1.26881835463614464E17,'Thu Oct 20 04:46:01 +0000 2011','I cnt get over that shit lol hell naw #Twitter'
apple,negative,1.2532789606678528E17,'Sat Oct 15 21:51:13 +0000 2011','Now @apple won\'t let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?'
microsoft,irrelevant,1.26794506266882048E17,'Wed Oct 19 22:59:00 +0000 2011','Halo  Combat Evolved Anniversary #Microsoft explica cómo funcionarán el remake de #Halo y #Kinect http   t.co moc3ofex'
apple,negative,1.26320033369563136E17,'Tue Oct 18 15:33:37 +0000 2011','My @Apple @macbook keyboard will not type  ('
google,positive,1.26488384410619904E17,'Wed Oct 19 02:42:35 +0000 2011','Ice cream Sandwich looks awesome #Google #ICS.'
apple,positive,1.26148685737361408E17,'Tue Oct 18 04:12:45 +0000 2011','Save me from #HP\'s unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http   t.co 8gUP9Acz #backchannel @apple'
apple,irrelevant,1.26307114959372288E17,'Tue Oct 18 14:42:17 +0000 2011','RT @modalnho  New mov    ショウケース@apple store 銀座   記録   starring ichiro_  REPEAT PATTERN  moda → http   t.co u82a1Ivk'
microsoft,irrelevant,1.26572846272086016E17,'Wed Oct 19 08:18:12 +0000 2011','HATAHET zeigt Microsoft-Partnern die neue Welt der Arbeit  Die   Neue Welt der Arbeit   oder   das neue ... http   t.co Jk1pXcya #microsoft'
microsoft,neutral,1.26640203828969472E17,'Wed Oct 19 12:45:52 +0000 2011','Can you add multiple queues to the workspace in MS CRM Online 2011? ..and how? #microsoft #crm #queues #customerservice'
apple,neutral,1.25317541504626688E17,'Sat Oct 15 21:10:04 +0000 2011','#SaturdayCute  Shit That #Siri Says. @Apple designers knew what people were going to ask the new digital assistant... http   t.co Ecji1iIo'
apple,negative,1.26400637930979328E17,'Tue Oct 18 20:53:55 +0000 2011','Asked siri is she dreams of electric sleep. Was disappointed that she didn\'t have a snippy answer.  Missed opportunity @apple'
twitter,irrelevant,1.2687290673831936E17,'Thu Oct 20 04:10:32 +0000 2011','@ayrontrompete Beleza. Mande mesmo por DM   que assim que eu entrar no #twitter. Eu pego e coloco lá no site !'
microsoft,negative,1.26754753697943552E17,'Wed Oct 19 20:21:02 +0000 2011','Great time to be a family? #Microsoft #advertising enrages me. Again. http   t.co pYT7vKRP'
google,irrelevant,1.26489084003762176E17,'Wed Oct 19 02:45:22 +0000 2011','Prise de photo quasi instantannée #ouaaaaaaahhhhh #google #nexusprime'
twitter,irrelevant,1.268771133484032E17,'Thu Oct 20 04:27:15 +0000 2011','Ahhhh mi #twitter no caaargaaaaaa!!!'
google,positive,1.26502014560649216E17,'Wed Oct 19 03:36:45 +0000 2011','#google is my bff rite about now!'
twitter,neutral,1.26878545338310656E17,'Thu Oct 20 04:32:57 +0000 2011','woke  up  dis  morning  so  i\'m  stil  alive #twitter'
google,irrelevant,1.26512627110252544E17,'Wed Oct 19 04:18:55 +0000 2011','#Google Google stellt das Galaxy Nexus vor (GoogleWatchBlog)  Heute Nacht hat Google aus Hongkong das nächste Ne... http   t.co vkyYY2RO'
microsoft,neutral,1.26552665063829504E17,'Wed Oct 19 06:58:01 +0000 2011','#HP VirtualSystem for #Microsoft is the latest solution from HP   Microsoft. http   t.co w8IXiboT #hpci'
microsoft,irrelevant,1.26737787335606272E17,'Wed Oct 19 19:13:37 +0000 2011','Ahora entiendo porque #microsoft te pide estar conectado a la luz con ServicePack  con lo que se tardan no hay batería que los aguante'
microsoft,irrelevant,1.2665268304099328E17,'Wed Oct 19 13:35:27 +0000 2011','סטיב ב�?למר מבטיח לנו   כמה   מכשירי חלונות פון בשבוע הב�? http   t.co GHBZfbX3�? �? #Nokia ‎#microsoft #windowsphone'
google,neutral,1.26498825992019968E17,'Wed Oct 19 03:24:05 +0000 2011','Ice Cream Sandwich SDK now available http   t.co ZOgECNER  #android #google'
apple,irrelevant,1.25699684693065728E17,'Sun Oct 16 22:28:34 +0000 2011','todos quieren destruir a @blackberryhelp ves que estas en la mala @sebitasrodri mira que @apple ya tiene chat'
apple,neutral,1.25944293671182336E17,'Mon Oct 17 14:40:34 +0000 2011','RT @Porter_Anderson    3 principal global players will be active in every market...@Amazon  @Apple    @Kobo.   @MikeShatzkin http   t.co 1 ...'
google,irrelevant,1.26526113131413504E17,'Wed Oct 19 05:12:30 +0000 2011','Android fanatlarinin gozu aydin olsun  ) new Android 4.0 Ice Cream Sandwich cixdi  ) #android #samsung #google'
apple,neutral,1.25866627337162752E17,'Mon Oct 17 09:31:57 +0000 2011','A court in Sydney banned the sale of @Samsung \'s Galaxy Tab in Australia over intellectual property infringement claims by @Apple  #IP_wars'
apple,neutral,1.25640758966484992E17,'Sun Oct 16 18:34:25 +0000 2011','What\'s up #twitpeeps? How\'s every @apple user liking iOS 5?'
twitter,neutral,1.26869378452037632E17,'Thu Oct 20 03:56:31 +0000 2011','Getting ready 4 bed... School tomorrow. We have an evacuation at school! Night #Twitter =]'
apple,positive,1.25608381431025664E17,'Sun Oct 16 16:25:47 +0000 2011','I  lt 3 @apple http   t.co ondXWpEr'
google,neutral,1.265063102283776E17,'Wed Oct 19 03:53:49 +0000 2011','#Android #Google Calling all speed demons - Galaxy Nexus! http   t.co kma7ZnAf #DhilipSiva'
google,irrelevant,1.2652581771399168E17,'Wed Oct 19 05:11:20 +0000 2011','sabia yo q #google no me hiba a fallar... resumen encontrado... solo falta transcribirlo'
google,neutral,1.26493550618742784E17,'Wed Oct 19 03:03:07 +0000 2011','#Android #Google Android 4.0 Platform and Updated SDK Tools http   t.co 0jRKtQ2S #DhilipSiva'
microsoft,irrelevant,1.26575943706877952E17,'Wed Oct 19 08:30:31 +0000 2011','Kroker\'s Look @ IT  Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft -- gt  http   t.co 29vCUgQz'
microsoft,positive,1.26734527551913984E17,'Wed Oct 19 19:00:40 +0000 2011','@SmartKeitai Yeah I saw it  @Google is taking seriously what #Microsoft has done with #Metro UI but yeah looks good Android 4.0'
apple,irrelevant,1.26173465253384192E17,'Tue Oct 18 05:51:12 +0000 2011','#iOS5 op iPad 2 geïnstalleerd. Tijdrovend en bepaald niet probleemloos. @Apple gaat meer en meer de #Windows kant op.  -('
apple,neutral,1.2610449051131904E17,'Tue Oct 18 01:17:08 +0000 2011','If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?'
twitter,irrelevant,1.26865932806139904E17,'Thu Oct 20 03:42:50 +0000 2011','Fun in sun @intework this summer #twitter'
twitter,neutral,1.26855191571070976E17,'Thu Oct 20 03:00:09 +0000 2011','62 Ways to Use #Twitter for Business  http   t.co jYXK7OkC #tweets #socialmedia'
microsoft,irrelevant,1.26686733222944768E17,'Wed Oct 19 15:50:45 +0000 2011','Hawaii Five.0 kijken. Ruim gesponsord door #microsoft \'I will upload this on skydrive\' \'I just found that on #skydrive\' #productplacement'
microsoft,irrelevant,1.26789413706543104E17,'Wed Oct 19 22:38:46 +0000 2011','Cracking the Code  Using QR Codes to Engage Your Customers on Their Smartphones #smb #smallbiz http   t.co IL1u0v8v #microsoft'
twitter,irrelevant,1.2686501421580288E17,'Thu Oct 20 03:39:11 +0000 2011','vo dorrmi bjuss   #TWITTER'
apple,irrelevant,1.26260304819662848E17,'Tue Oct 18 11:36:17 +0000 2011','RT @modalnho  New mov    ショウケース@apple store 銀座   記録   starring ichiro_  REPEAT PATTERN  moda → http   t.co kmJ0o1Ja'
twitter,irrelevant,1.26870566916456448E17,'Thu Oct 20 04:01:14 +0000 2011','Están de flojera los topic tender en #twitter'
microsoft,irrelevant,1.26698507657678848E17,'Wed Oct 19 16:37:32 +0000 2011','#Microsoft\'s #Ballmer touts #Bing  analysts still wary about its future - http   t.co jvQWzHkd  lt - siehe mein Blog dazu  http   t.co pLwVE1Iy'
apple,negative,1.26072901144281088E17,'Mon Oct 17 23:11:36 +0000 2011','Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won\'t letme restore it @apple SYM!!!!'
apple,neutral,1.2589214094026752E17,'Mon Oct 17 11:13:20 +0000 2011','Cool @apple   Steve Jobs infographic http   t.co Prb5yx4X @MickH87 - timeline history'
google,neutral,1.26533485837037568E17,'Wed Oct 19 05:41:48 +0000 2011','Did #Facebook Just Beat #Google At Its Own Game? http   t.co xVonCBeb #socialmedia'
apple,neutral,1.26346633721032704E17,'Tue Oct 18 17:19:19 +0000 2011','RT @jesperordrup  Hi @apple. Household has 4 iphones  2 ipads  2 minis  2 apple tv  AirPorts  Timecapsule +. Whats a usable iPhoto shari ...'
apple,negative,1.25408962215555072E17,'Sun Oct 16 03:13:21 +0000 2011','Had issues with #Siri reaching network today. Too many uses or my signal? @apple'
microsoft,irrelevant,1.26614136242180096E17,'Wed Oct 19 11:02:17 +0000 2011','RT @SPIEGELONLINE  Wie ist es #Apple gelungen  seinen größten Rivalen #Microsoft endgültig abzuhängen? Der @guardian erklärt\'s http   t. ...'
microsoft,neutral,1.2664277906450432E17,'Wed Oct 19 12:56:06 +0000 2011','RT @HealthVault  Learn how to create and use your emergency profile on #Microsoft #HealthVault - #PHR #healthit - Step by step #Docs htt ...'
microsoft,neutral,1.26762652402860032E17,'Wed Oct 19 20:52:26 +0000 2011','Updates  Windows Phone 7.5 now available more broadly http   t.co miMgwgwo #microsoft'
google,neutral,1.26496068467822592E17,'Wed Oct 19 03:13:07 +0000 2011','#Google  #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http   t.co qtiCdIvd via @CNET #Android'
microsoft,irrelevant,1.2667782149296128E17,'Wed Oct 19 15:15:20 +0000 2011','#Microsoft #Research y la Universidad #Carnegie #Mellon desarrollan  #OmniTouch basado en #Kinect http   t.co y2QzUjM7 #fb'
apple,neutral,1.25630016485732352E17,'Sun Oct 16 17:51:44 +0000 2011','Back to the Future 2 where @Apple didn\'t even have IPhone'
apple,irrelevant,1.25375333162684416E17,'Sun Oct 16 00:59:43 +0000 2011','iphone行列並ん�?�ー@apple store銀座 �?��?��??ら�?��?��?�る�?��?�。16G�?��?��?��?��??�?��?��?�。'
twitter,neutral,1.26856421907243008E17,'Thu Oct 20 03:05:02 +0000 2011','#Tweetdeck working but not #Twitter for #Android'
apple,neutral,1.2525061791141888E17,'Sat Oct 15 16:44:09 +0000 2011','@moLifer26 @apple When we find people standing in the middle of blood-soaked rooms saying    Siri told me to?   #noreallyihearvoices'
google,neutral,1.26523776195231744E17,'Wed Oct 19 05:03:13 +0000 2011','RT @MAGGadget  Fight  Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http   t.co P3qHh63d #Android #iPhone #Google'
microsoft,irrelevant,1.2664020716763136E17,'Wed Oct 19 12:45:52 +0000 2011','5 meses con una #Xbox y ya me ha corrompido el perfil 6 veces. Así como va a cambiar mi impresión de #Microsoft?'
google,neutral,1.265320541365248E17,'Wed Oct 19 05:36:07 +0000 2011','RT @webseoanalytics  #SEO Tip Google considers the first lines of the page important.Put menu headers+important text on top. #google'
apple,negative,1.26363154837020672E17,'Tue Oct 18 18:24:58 +0000 2011','removing all @apple shit.'
microsoft,irrelevant,1.26765812534099968E17,'Wed Oct 19 21:04:59 +0000 2011','Weer een klant geholpen met een Microsoft Lync implementatie  voor 110 gebruikers #lync #ocs #microsoft'
microsoft,neutral,1.26753468160540672E17,'Wed Oct 19 20:15:56 +0000 2011','Get rid of that tangled mess behind your computer desk with this #Microsoft Wireless Mouse and Keyboard   http   t.co n4LewRAy'
twitter,positive,1.26870402751397888E17,'Thu Oct 20 04:00:35 +0000 2011','fuck that facebook bullshit. #twitter bitch'
microsoft,negative,1.26758070176059392E17,'Wed Oct 19 20:34:13 +0000 2011','How #Apple eclipsed #Microsoft http   t.co 1fH0dFGj from @guardian'
microsoft,neutral,1.26808500356644864E17,'Wed Oct 19 23:54:37 +0000 2011','Following dear #Microsoft CEO\'s logic  550 000 #Android devices activated each day NEED to belong to computer scientists. I am enlightened!!'
twitter,neutral,1.26864987078660096E17,'Thu Oct 20 03:39:04 +0000 2011','#Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http   t.co DAr3Ef5T #uncategorized'
microsoft,negative,1.26746946093330432E17,'Wed Oct 19 19:50:01 +0000 2011','@Anas_Monaffal LOL   i do both .. and for sure #Microsoft #DotNet is perfect  simple o ay 7aja  ) .. but sorry I HATE WINDOWS PHONES  P'
microsoft,irrelevant,1.26556805877858304E17,'Wed Oct 19 07:14:28 +0000 2011','Microsoft Research dévoile une interface futuriste avec Kinect | via @Xboxygen.com http   t.co sRb0qLRA #Microsoft #MS #Kinect'
