@relation output_tweet_blind

@attribute topicazo {apple,google,twitter,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
microsoft,?,'grantthornton geeft gouden tips verkoop onderneming Ook workshops philips nobel rabobank microsoft port4growth http t co sfciksak'
apple,?,'RT MyMelange Wall to wall people security and a huge line outside just to get in the Apple store http t co i1khkgJm'
google,?,'SamsungGalaxyNexus google android IceCreamSandwich http t co z2uzAnHD'
google,?,'Tips to make Google always crawl your website http t co SVYSckH7'
microsoft,?,'If you missed it Microsoft working on PocketTouch device input through clothing http t co eqz4HkNk'
twitter,?,'wow good old classic HoodMemories some Classic moments there i had to share on Twitter'
google,?,'RT laiswhisky Peedro Guiih gato intenda a nat a metamoforse sorridente ela nao intende ela joga tudo no google'
twitter,?,'Me voy a dormir Goodnight twitter'
twitter,?,'Don t seek followers unless you re ready to treat them like the real people they are http t co qa1JFSka Twitter RT TweetSmarter'
microsoft,?,'RT EvelineHorbach Terug van evaluatie learning circles bij microsoft onder bezielend leiderschap van saskianijs Veel geleerd van de'
google,?,'Google IceCreamSandwich Debuts as IPhone Sets Record Tech http t co TrENUYF4'
microsoft,?,'RT JohanBlok Smartsite prijsmodel voor Microsoft Azure cloud afgerond Volgende week eerste site live in the cloud'
microsoft,?,'Changing the past and organizing the future with Microsoft http t co bYYFhtpZ'
google,?,'Online Music Industry is witnessing the astounding revolution Can Google manage to seal the supreme console http t co QcDddYrn'
apple,?,'Notes for Jobs Apple store in Palo alto downtown http t co 4BJjfq4h'
microsoft,?,'jordanomazzoni E pretendo em breve me certificar nas solu es de virtualiza o Microsoft tamb m HyperV gera muitas oportuniodades'
twitter,?,'TWITTER OFF'
twitter,?,'Nikki BoBo Twitter after dark'
twitter,?,'saiiidoooo aqui do twitter s Msn agr add aii danilosooares hotmail com DD'
